"_source/@timestamp","_source/netflow/tcp_flags","_source/netflow/l4_src_port","_source/netflow/ipv4_dst_addr","_source/netflow/in_bytes","_source/netflow/l4_dst_port","_source/netflow/ipv4_src_addr","_source/netflow/in_pkts","Anomaly"
2018-04-05 15:03:01,27,22,"192.168.1.102",3173,36638,"192.168.1.108",25,0
2018-04-05 15:03:01,27,22,"192.168.1.102",3173,36642,"192.168.1.108",25,0
2018-04-05 15:03:01,27,22,"192.168.1.102",3173,36640,"192.168.1.108",25,0
2018-04-05 15:04:01,27,36660,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:04:01,27,36652,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:04:01,27,36666,"192.168.1.108",2390,22,"192.168.1.102",19,1
2018-04-05 15:12:01,0,53,"192.168.1.111",78,56689,"8.8.8.8",1,0
2018-04-05 15:12:01,27,54182,"104.31.65.198",8809,80,"192.168.1.108",211,0
2018-04-05 15:12:01,27,36854,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:12:01,27,22,"192.168.1.102",3173,36862,"192.168.1.108",25,0
2018-04-05 15:12:01,27,22,"192.168.1.102",3173,36842,"192.168.1.108",25,0
2018-04-05 15:12:01,27,22,"192.168.1.102",3173,36846,"192.168.1.108",25,0
2018-04-05 15:12:01,27,36850,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:12:01,27,36856,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:12:01,27,22,"192.168.1.102",3173,36856,"192.168.1.108",25,0
2018-04-05 15:12:01,27,36844,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:14:01,27,36900,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:14:01,27,22,"192.168.1.102",3173,36910,"192.168.1.108",25,0
2018-04-05 15:14:01,27,22,"192.168.1.102",3173,36890,"192.168.1.108",25,0
2018-04-05 15:14:01,27,36892,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:14:01,27,22,"192.168.1.102",3173,36898,"192.168.1.108",25,0
2018-04-05 15:14:01,27,36890,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:10:01,27,36804,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:10:01,27,36794,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:10:01,27,22,"192.168.1.102",3173,36794,"192.168.1.108",25,0
2018-04-05 15:10:01,27,36802,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:10:01,27,22,"192.168.1.102",3173,36796,"192.168.1.108",25,0
2018-04-05 15:10:01,27,36792,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:13:01,27,36876,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:13:01,27,36870,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:13:01,27,36886,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:13:01,27,22,"192.168.1.102",3173,36878,"192.168.1.108",25,0
2018-04-05 15:13:01,27,36884,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:11:01,27,22,"192.168.1.102",3173,36824,"192.168.1.108",25,0
2018-04-05 15:11:01,27,36836,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:11:01,27,22,"192.168.1.102",3173,36836,"192.168.1.108",25,0
2018-04-05 15:11:01,27,36826,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:11:01,27,36828,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:09:01,27,22,"192.168.1.102",3173,36780,"192.168.1.108",25,0
2018-04-05 15:09:01,27,36776,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:09:01,27,22,"192.168.1.102",3173,36782,"192.168.1.108",25,0
2018-04-05 15:09:01,27,36786,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:16:01,27,22,"192.168.1.102",3173,36946,"192.168.1.108",25,0
2018-04-05 15:16:01,27,22,"192.168.1.102",3173,36952,"192.168.1.108",25,0
2018-04-05 15:16:01,27,36954,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:16:01,27,22,"192.168.1.102",3173,36944,"192.168.1.108",25,0
2018-04-05 15:15:01,27,22,"192.168.1.102",3173,36922,"192.168.1.108",25,0
2018-04-05 15:15:01,27,22,"192.168.1.102",3173,36932,"192.168.1.108",25,0
2018-04-05 15:17:01,27,36982,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:22:01,0,51675,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 15:22:01,27,37088,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:22:01,27,22,"192.168.1.102",3173,37092,"192.168.1.108",25,0
2018-04-05 15:22:01,27,22,"192.168.1.102",3173,37106,"192.168.1.108",25,0
2018-04-05 15:22:01,0,0,"8.8.4.4",250,771,"192.168.1.111",1,0
2018-04-05 15:22:01,0,53,"192.168.1.111",222,56689,"8.8.8.8",1,0
2018-04-05 15:22:01,0,0,"192.168.1.108",3456,772,"192.168.1.1",6,0
2018-04-05 15:22:01,27,22,"192.168.1.102",3173,37102,"192.168.1.108",25,0
2018-04-05 15:22:01,0,0,"8.8.8.8",250,771,"192.168.1.111",1,0
2018-04-05 15:22:01,27,22,"192.168.1.102",3173,37098,"192.168.1.108",25,0
2018-04-05 15:22:01,27,37096,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:20:01,27,22,"192.168.1.102",3173,37044,"192.168.1.108",25,0
2018-04-05 15:20:01,27,37036,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:20:01,27,22,"192.168.1.102",3173,37042,"192.168.1.108",25,0
2018-04-05 15:20:01,0,51674,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 15:20:01,27,37054,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:23:01,27,22,"192.168.1.102",3173,37124,"192.168.1.108",25,0
2018-04-05 15:23:01,27,45964,"54.236.121.227",17162,443,"192.168.1.108",33,0
2018-04-05 15:23:01,27,37116,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:23:01,27,22,"192.168.1.102",3173,37116,"192.168.1.108",25,0
2018-04-05 15:23:01,27,22,"192.168.1.102",3173,37128,"192.168.1.108",25,0
2018-04-05 15:24:01,27,37148,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:24:01,27,37150,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:24:01,27,37142,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:24:01,27,37132,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:24:01,27,22,"192.168.1.102",3173,37146,"192.168.1.108",25,0
2018-04-05 15:24:01,27,22,"192.168.1.102",3173,37144,"192.168.1.108",25,0
2018-04-05 15:21:01,27,37082,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:21:01,27,22,"192.168.1.102",3173,37078,"192.168.1.108",25,0
2018-04-05 15:21:01,27,37056,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:21:01,27,22,"192.168.1.102",3173,37072,"192.168.1.108",25,0
2018-04-05 15:21:01,27,37058,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:21:01,27,22,"192.168.1.102",3173,37064,"192.168.1.108",25,0
2018-04-05 15:26:01,27,22,"192.168.1.102",3173,37184,"192.168.1.108",25,0
2018-04-05 15:26:01,27,37188,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:26:01,27,37184,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:26:01,0,51677,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 15:19:01,27,37026,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:19:01,27,22,"192.168.1.102",3173,37030,"192.168.1.108",25,0
2018-04-05 15:19:01,27,37020,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:19:01,27,37008,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:18:01,27,36998,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:18:01,27,22,"192.168.1.102",3173,36992,"192.168.1.108",25,0
2018-04-05 15:18:01,27,37006,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:18:01,27,22,"192.168.1.102",3173,37006,"192.168.1.108",25,0
2018-04-05 15:25:01,27,37162,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:25:01,27,22,"192.168.1.102",3173,37158,"192.168.1.108",25,0
2018-04-05 15:25:01,27,37178,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:25:01,27,37158,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:27:01,27,22,"192.168.1.102",3173,37216,"192.168.1.108",25,0
2018-04-05 15:27:01,27,37218,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:27:01,27,22,"192.168.1.102",3173,37218,"192.168.1.108",25,0
2018-04-05 15:27:01,0,0,NA,192,0,NA,2,0
2018-04-05 15:27:01,27,22,"192.168.1.102",3173,37224,"192.168.1.108",25,0
2018-04-05 15:27:01,27,22,"192.168.1.102",3173,37228,"192.168.1.108",25,0
2018-04-05 15:27:01,27,37206,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:27:01,27,37228,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:28:01,27,22,"192.168.1.102",3173,37236,"192.168.1.108",25,0
2018-04-05 15:28:01,27,37242,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:28:01,0,52166,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 15:28:01,27,22,"192.168.1.102",3173,37246,"192.168.1.108",25,0
2018-04-05 15:28:01,27,37232,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:28:01,27,37244,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:28:01,27,22,"192.168.1.102",3173,37244,"192.168.1.108",25,0
2018-04-05 15:28:01,27,37250,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:28:01,27,22,"192.168.1.102",3173,37250,"192.168.1.108",25,0
2018-04-05 15:33:01,27,22,"192.168.1.102",3173,37364,"192.168.1.108",25,0
2018-04-05 15:33:01,27,37366,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:33:01,27,37364,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:33:01,27,22,"192.168.1.102",3173,37356,"192.168.1.108",25,0
2018-04-05 15:33:01,27,37360,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:33:01,27,37376,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:33:01,27,37378,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:33:01,27,37374,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:31:01,27,22,"192.168.1.102",3173,37302,"192.168.1.108",25,0
2018-04-05 15:31:01,27,22,"192.168.1.102",3173,37308,"192.168.1.108",25,0
2018-04-05 15:31:01,27,22,"192.168.1.102",3173,37322,"192.168.1.108",25,0
2018-04-05 15:31:01,27,37314,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:31:01,27,22,"192.168.1.102",3173,37312,"192.168.1.108",25,0
2018-04-05 15:31:01,27,37304,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:34:01,27,22,"192.168.1.102",3173,37382,"192.168.1.108",25,0
2018-04-05 15:34:01,27,37384,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:34:01,27,22,"192.168.1.102",3173,37384,"192.168.1.108",25,0
2018-04-05 15:34:01,27,22,"192.168.1.102",3173,37394,"192.168.1.108",25,0
2018-04-05 15:34:01,27,37388,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:30:01,27,22,"192.168.1.102",3173,37288,"192.168.1.108",25,0
2018-04-05 15:30:01,27,37296,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:30:01,27,37292,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:30:01,27,37294,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:30:01,27,22,"192.168.1.102",3173,37298,"192.168.1.108",25,0
2018-04-05 15:29:01,27,22,"192.168.1.102",3173,37258,"192.168.1.108",25,0
2018-04-05 15:29:01,27,37272,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:29:01,27,37274,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:29:01,27,22,"192.168.1.102",3173,37262,"192.168.1.108",25,0
2018-04-05 15:32:01,27,22,"192.168.1.102",3173,37326,"192.168.1.108",25,0
2018-04-05 15:32:01,27,22,"192.168.1.102",3173,37338,"192.168.1.108",25,0
2018-04-05 15:32:01,27,37350,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:32:01,27,22,"192.168.1.102",3173,37344,"192.168.1.108",25,0
2018-04-05 15:32:01,27,37334,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:40:01,0,50742,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 15:40:01,27,22,"192.168.1.102",3173,37542,"192.168.1.108",25,0
2018-04-05 15:40:01,27,37544,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:40:01,27,37540,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:40:01,27,37534,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:40:01,27,22,"192.168.1.102",3173,37524,"192.168.1.108",25,0
2018-04-05 15:40:01,27,37526,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:40:01,27,22,"192.168.1.102",3173,37526,"192.168.1.108",25,0
2018-04-05 15:42:01,27,37574,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:42:01,27,22,"192.168.1.102",3173,37574,"192.168.1.108",25,0
2018-04-05 15:42:01,27,37582,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:42:01,27,37578,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:42:01,0,50743,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 15:42:01,27,37588,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:42:01,27,22,"192.168.1.102",3173,37584,"192.168.1.108",25,0
2018-04-05 15:39:01,27,22,"192.168.1.102",3173,37512,"192.168.1.108",25,0
2018-04-05 15:39:01,27,22,"192.168.1.102",3173,37514,"192.168.1.108",25,0
2018-04-05 15:39:01,27,22,"192.168.1.102",3173,37508,"192.168.1.108",25,0
2018-04-05 15:39:01,27,22,"192.168.1.102",3173,37500,"192.168.1.108",25,0
2018-04-05 15:39:01,0,137,"192.168.1.255",234,137,"192.168.1.103",3,0
2018-04-05 15:39:01,27,37516,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:39:01,27,37518,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:37:01,27,37464,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:37:01,27,37462,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:37:01,27,22,"192.168.1.102",3173,37464,"192.168.1.108",25,0
2018-04-05 15:37:01,27,37468,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:37:01,27,22,"192.168.1.102",3173,37458,"192.168.1.108",25,0
2018-04-05 15:37:01,27,37470,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:37:01,27,37448,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:37:01,27,37474,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:35:01,27,37414,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:35:01,27,37406,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:35:01,27,37422,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:35:01,27,22,"192.168.1.102",3173,37400,"192.168.1.108",25,0
2018-04-05 15:35:01,27,22,"192.168.1.102",3173,37414,"192.168.1.108",25,0
2018-04-05 15:35:01,27,37416,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:35:01,27,22,"192.168.1.102",3173,37406,"192.168.1.108",25,0
2018-04-05 15:38:01,27,22,"192.168.1.102",3173,37478,"192.168.1.108",25,0
2018-04-05 15:38:01,27,22,"192.168.1.102",3173,37486,"192.168.1.108",25,0
2018-04-05 15:38:01,27,37482,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:38:01,27,22,"192.168.1.102",3173,37490,"192.168.1.108",25,0
2018-04-05 15:38:01,27,37498,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:36:01,27,22,"192.168.1.102",3173,37438,"192.168.1.108",25,0
2018-04-05 15:36:01,27,37440,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:36:01,27,22,"192.168.1.102",3173,37432,"192.168.1.108",25,0
2018-04-05 15:36:01,27,37446,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:41:01,27,37558,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:41:01,27,37564,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:41:01,27,22,"192.168.1.102",3173,37546,"192.168.1.108",25,0
2018-04-05 15:41:01,27,22,"192.168.1.102",3173,37566,"192.168.1.108",25,0
2018-04-05 15:43:01,27,22,"192.168.1.102",3173,37596,"192.168.1.108",25,0
2018-04-05 15:43:01,27,22,"192.168.1.102",3173,37610,"192.168.1.108",25,0
2018-04-05 15:43:01,27,22,"192.168.1.102",3173,37608,"192.168.1.108",25,0
2018-04-05 15:43:01,27,37610,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:50:01,0,0,NA,116,0,NA,1,0
2018-04-05 15:50:01,27,37776,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:50:01,27,22,"192.168.1.102",3173,37776,"192.168.1.108",25,0
2018-04-05 15:50:01,27,22,"192.168.1.102",3173,37784,"192.168.1.108",25,0
2018-04-05 15:50:01,27,37778,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:50:01,27,22,"192.168.1.102",3173,37778,"192.168.1.108",25,0
2018-04-05 15:50:01,27,22,"192.168.1.102",3173,37780,"192.168.1.108",25,0
2018-04-05 15:49:01,27,22,"192.168.1.102",3173,37748,"192.168.1.108",25,0
2018-04-05 15:49:01,27,22,"192.168.1.102",3173,37750,"192.168.1.108",25,0
2018-04-05 15:49:01,27,37744,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:49:01,27,22,"192.168.1.102",3173,37746,"192.168.1.108",25,0
2018-04-05 15:49:01,27,37760,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:49:01,27,22,"192.168.1.102",3173,37760,"192.168.1.108",25,0
2018-04-05 15:49:01,27,22,"192.168.1.102",3173,37740,"192.168.1.108",25,0
2018-04-05 15:52:01,27,22,"192.168.1.102",3173,37816,"192.168.1.108",25,0
2018-04-05 15:52:01,0,63470,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 15:52:01,27,37822,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:52:01,27,22,"192.168.1.102",3173,37824,"192.168.1.108",25,0
2018-04-05 15:46:01,27,37682,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:46:01,27,37668,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:46:01,27,22,"192.168.1.102",3173,37670,"192.168.1.108",25,0
2018-04-05 15:46:01,27,37674,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:46:01,27,22,"192.168.1.102",3173,37678,"192.168.1.108",25,0
2018-04-05 15:44:01,27,22,"192.168.1.102",3173,37628,"192.168.1.108",25,0
2018-04-05 15:44:01,27,37630,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:44:01,27,22,"192.168.1.102",3173,37620,"192.168.1.108",25,0
2018-04-05 15:44:01,27,22,"192.168.1.102",3173,37638,"192.168.1.108",25,0
2018-04-05 15:48:01,27,37726,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:48:01,27,22,"192.168.1.102",3173,37726,"192.168.1.108",25,0
2018-04-05 15:48:01,27,37732,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:48:01,27,22,"192.168.1.102",3173,37714,"192.168.1.108",25,0
2018-04-05 15:47:01,27,22,"192.168.1.102",3173,37710,"192.168.1.108",25,0
2018-04-05 15:47:01,27,37700,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:47:01,27,22,"192.168.1.102",3173,37696,"192.168.1.108",25,0
2018-04-05 15:51:01,27,22,"192.168.1.102",3173,37790,"192.168.1.108",25,0
2018-04-05 15:51:01,27,22,"192.168.1.102",3173,37792,"192.168.1.108",25,0
2018-04-05 15:51:01,27,37810,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:45:01,27,22,"192.168.1.102",3173,37660,"192.168.1.108",25,0
2018-04-05 15:45:01,27,37656,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:54:01,27,22,"192.168.1.102",3173,37866,"192.168.1.108",25,0
2018-04-05 15:54:01,0,546,NA,726,547,NA,6,0
2018-04-05 15:54:01,27,37870,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:54:01,27,37854,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:54:01,27,22,"192.168.1.102",3173,37854,"192.168.1.108",25,0
2018-04-05 15:54:01,27,22,"192.168.1.102",3173,37870,"192.168.1.108",25,0
2018-04-05 15:54:01,27,37862,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:54:01,27,37876,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:56:01,27,22,"192.168.1.102",3173,37908,"192.168.1.108",25,0
2018-04-05 15:56:01,0,0,NA,76,0,NA,1,0
2018-04-05 15:56:01,27,37906,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:56:01,27,22,"192.168.1.102",3225,37910,"192.168.1.108",26,0
2018-04-05 15:56:01,27,37912,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:56:01,27,37920,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:53:01,27,22,"192.168.1.102",3173,37838,"192.168.1.108",25,0
2018-04-05 15:53:01,27,22,"192.168.1.102",4113,37840,"192.168.1.108",32,0
2018-04-05 15:53:01,0,53110,"255.255.255.255",46,3289,"192.168.1.102",1,0
2018-04-05 15:53:01,0,0,NA,72,0,NA,1,0
2018-04-05 15:53:01,0,8612,NA,128,8612,NA,2,0
2018-04-05 15:58:01,27,37972,"192.168.1.108",2326,22,"192.168.1.102",18,1
2018-04-05 15:58:01,27,37962,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:58:01,0,61711,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 15:58:01,27,22,"192.168.1.102",3173,37966,"192.168.1.108",25,0
2018-04-05 15:58:01,27,22,"192.168.1.102",3173,37952,"192.168.1.108",25,0
2018-04-05 15:58:01,27,22,"192.168.1.102",3173,37958,"192.168.1.108",25,0
2018-04-05 15:58:01,27,37968,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:58:01,27,37970,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:55:01,27,37888,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:55:01,27,22,"192.168.1.102",3173,37880,"192.168.1.108",25,0
2018-04-05 15:55:01,27,22,"192.168.1.102",3173,37882,"192.168.1.108",25,0
2018-04-05 15:55:01,0,53,"192.168.1.111",465,56689,"8.8.8.8",4,0
2018-04-05 15:55:01,0,35240,"192.168.1.1",2298,53,"192.168.1.108",36,0
2018-04-05 15:57:01,27,37932,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 15:57:01,27,22,"192.168.1.102",3173,37928,"192.168.1.108",25,0
2018-04-05 15:57:01,27,22,"192.168.1.102",3173,37930,"192.168.1.108",25,0
2018-04-05 15:57:01,27,22,"192.168.1.102",3173,37942,"192.168.1.108",25,0
2018-04-05 16:00:01,0,65204,"239.255.255.250",808,1900,"192.168.1.103",4,0
2018-04-05 16:00:01,27,22,"192.168.1.102",3173,38014,"192.168.1.108",25,0
2018-04-05 15:59:01,27,22,"192.168.1.102",3173,37988,"192.168.1.108",25,0
2018-04-05 15:59:01,27,37994,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:01:01,27,22,"192.168.1.102",3173,38036,"192.168.1.108",25,0
2018-04-05 16:01:01,27,38044,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:04:01,27,22,"192.168.1.102",3173,38112,"192.168.1.108",25,0
2018-04-05 16:04:01,0,34874,"239.255.255.250",459,1900,"192.168.1.105",3,0
2018-04-05 16:04:01,27,22,"192.168.1.102",3173,38120,"192.168.1.108",25,0
2018-04-05 16:04:01,27,38122,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:04:01,0,41089,"239.255.255.250",459,1900,"192.168.1.105",3,0
2018-04-05 16:04:01,27,443,"192.168.1.108",4248,42370,"162.125.33.7",9,0
2018-04-05 16:04:01,0,37328,"239.255.255.250",459,1900,"192.168.1.105",3,0
2018-04-05 16:04:01,27,38114,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:04:01,27,38102,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:04:01,27,22,"192.168.1.102",3173,38106,"192.168.1.108",25,0
2018-04-05 16:05:01,27,38126,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:05:01,27,22,"192.168.1.102",3173,38126,"192.168.1.108",25,0
2018-04-05 16:05:01,27,38128,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:05:01,27,38132,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:05:01,27,22,"192.168.1.102",3173,38132,"192.168.1.108",25,0
2018-04-05 16:05:01,27,22,"192.168.1.102",3173,38140,"192.168.1.108",25,0
2018-04-05 16:05:01,0,54216,"239.255.255.250",459,1900,"192.168.1.105",3,0
2018-04-05 16:05:01,27,22,"192.168.1.102",3173,38146,"192.168.1.108",25,0
2018-04-05 16:05:01,0,55490,"239.255.255.250",459,1900,"192.168.1.105",3,0
2018-04-05 16:05:01,27,38144,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:07:01,27,38176,"192.168.1.108",2310,22,"192.168.1.102",18,1
2018-04-05 16:07:01,27,22,"192.168.1.102",3173,38188,"192.168.1.108",25,0
2018-04-05 16:07:01,27,22,"192.168.1.102",3173,38178,"192.168.1.108",25,0
2018-04-05 16:07:01,0,40643,"239.255.255.250",459,1900,"192.168.1.105",3,0
2018-04-05 16:07:01,0,59043,"239.255.255.250",459,1900,"192.168.1.105",3,0
2018-04-05 16:07:01,27,22,"192.168.1.102",3173,38168,"192.168.1.108",25,0
2018-04-05 16:07:01,27,38170,"192.168.1.108",2310,22,"192.168.1.102",18,1
