"_source/host","_source/@timestamp","_source/netflow/in_pkts","_source/netflow/input_snmp","_source/netflow/output_snmp","_source/netflow/l4_dst_port","_source/netflow/in_bytes","_source/netflow/protocol","_source/netflow/version","_source/netflow/flowset_id","_source/netflow/ip_protocol_version","_source/netflow/ipv4_src_addr","_source/netflow/ipv4_dst_addr","_source/netflow/last_switched","_source/netflow/first_switched","_source/netflow/flow_seq_num","_source/netflow/l4_src_port","_source/netflow/tcp_flags","_source/@version","_source/netflow/ipv6_src_addr","_source/netflow/ipv6_dst_addr","Anomaly"
"127.0.0.1",2018-04-25 00:12:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:06:04,2018-04-25 00:05:13,1096,59954,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:12:01,2,0,0,0,152,58,9,2048,6,NA,NA,2018-04-25 00:06:07,2018-04-25 00:06:05,1096,0,0,1,"fe80::61:8335:2a03:15c3","ff02::16",0
"127.0.0.1",2018-04-25 00:12:01,11,0,0,443,7247,17,9,1024,4,"192.168.1.108","172.217.169.138",2018-04-25 00:06:29,2018-04-25 00:06:14,1096,48426,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:07:01,12,0,0,443,2388,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:02:01,2018-04-25 00:01:10,1078,59944,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:07:01,12,0,0,55485,5128,17,9,1024,4,"216.58.206.202","192.168.1.108",2018-04-25 00:01:25,2018-04-25 00:01:10,1071,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:03:01,5,0,0,443,268,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-24 23:57:04,2018-04-24 23:56:05,1027,59916,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:03:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-24 23:57:49,2018-04-24 23:57:46,1027,49179,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:01:01,10,0,0,50642,4344,6,9,1024,4,"162.125.66.3","192.168.1.108",2018-04-24 23:58:21,2018-04-24 23:31:30,1020,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:01:01,11,0,0,59912,1382,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-24 23:55:55,2018-04-24 23:55:04,1020,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:04:01,2,0,0,5355,162,17,9,2048,6,NA,NA,2018-04-24 23:58:39,2018-04-24 23:58:38,1049,49196,0,1,"fe80::7034:6f70:604e:8ca3","ff02::1:3",0
"127.0.0.1",2018-04-25 00:02:01,12,0,0,59795,5253,17,9,1024,4,"172.217.169.138","192.168.1.108",2018-04-24 23:56:19,2018-04-24 23:56:04,1024,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:09:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 00:03:49,2018-04-25 00:03:46,1083,52243,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:07:01,11,0,0,59944,1353,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:02:01,2018-04-25 00:01:10,1078,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:09:01,10,0,0,43976,4565,6,9,1024,4,"162.125.33.7","192.168.1.108",2018-04-25 00:06:11,2018-04-24 23:40:40,1083,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:12:01,4,0,0,1900,1371,17,9,1024,4,"192.168.1.1","239.255.255.250",2018-04-25 00:06:49,2018-04-25 00:06:49,1103,1900,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:04:01,653,0,0,56908,814327,6,9,1024,4,"129.164.179.22","192.168.1.108",2018-04-24 23:58:03,2018-04-24 23:58:01,1035,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:04:01,1,0,0,0,72,58,9,2048,6,NA,NA,2018-04-24 23:58:33,2018-04-24 23:58:33,1042,0,0,1,"fe80::7034:6f70:604e:8ca3","ff02::1",0
"127.0.0.1",2018-04-25 00:04:01,2,0,0,5355,146,17,9,2048,6,NA,NA,2018-04-24 23:58:36,2018-04-24 23:58:35,1049,61145,0,1,"fe80::7034:6f70:604e:8ca3","ff02::1:3",0
"127.0.0.1",2018-04-25 00:04:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-24 23:58:37,2018-04-24 23:58:34,1049,52698,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:04:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-24 23:58:40,2018-04-24 23:58:37,1057,51314,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:04:01,1,0,0,0,72,58,9,2048,6,NA,NA,2018-04-24 23:58:32,2018-04-24 23:58:32,1042,0,0,1,"fe80::c225:e9ff:fec0:49d8","ff02::1:ff4e:8ca3",0
"127.0.0.1",2018-04-25 00:04:01,1,0,0,5355,73,17,9,2048,6,NA,NA,2018-04-24 23:58:32,2018-04-24 23:58:32,1035,63537,0,1,"fe80::7034:6f70:604e:8ca3","ff02::1:3",0
"127.0.0.1",2018-04-25 00:04:01,3,0,0,0,160,58,9,2048,6,NA,NA,2018-04-24 23:58:40,2018-04-24 23:58:32,1057,0,0,1,"fe80::7034:6f70:604e:8ca3","ff02::2",0
"127.0.0.1",2018-04-25 00:16:01,145,0,0,41520,26039,6,9,1024,4,"162.125.18.133","192.168.1.108",2018-04-25 00:10:13,2018-04-24 22:59:30,1125,443,25,1,NA,NA,0
"127.0.0.1",2018-04-25 00:16:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:10:40,2018-04-25 00:10:37,1125,52229,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:20:01,11,0,0,59986,1377,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:14:12,2018-04-25 00:13:21,1142,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:20:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:14:41,2018-04-25 00:14:38,1142,59823,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:17:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 00:11:48,2018-04-25 00:11:45,1129,34346,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:17:01,12,0,0,53656,5027,17,9,1024,4,"216.58.206.202","192.168.1.108",2018-04-25 00:11:33,2018-04-25 00:11:18,1129,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:13:01,8,0,0,443,3374,17,9,1024,4,"192.168.1.108","216.58.206.174",2018-04-25 00:07:08,2018-04-25 00:06:53,1105,47800,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:13:01,15,0,0,443,2619,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:07:05,2018-04-25 00:06:14,1105,59958,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:14:01,2,0,0,59621,318,17,9,1024,4,"8.8.4.4","192.168.1.111",2018-04-25 00:08:17,2018-04-25 00:07:16,1113,53,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:14:01,4,0,0,771,748,1,9,1024,4,"192.168.1.111","192.168.1.1",2018-04-25 00:08:17,2018-04-24 23:58:06,1113,0,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:18:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:12:09,2018-04-25 00:11:18,1133,59978,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:21:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:15:12,2018-04-25 00:14:21,1146,59988,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:19:01,4,0,0,59984,216,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:13:20,2018-04-25 00:12:19,1137,443,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:28:01,91,0,0,443,24907,17,9,1024,4,"192.168.1.108","216.58.206.174",2018-04-25 00:22:41,2018-04-25 00:15:11,1179,49018,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:28:01,11,0,0,60012,1377,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:22:20,2018-04-25 00:21:29,1179,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:24:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:18:15,2018-04-25 00:17:24,1163,59998,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:24:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:18:41,2018-04-25 00:18:38,1163,64744,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:22:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:16:13,2018-04-25 00:15:22,1153,59990,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:22:01,11,0,0,59990,1377,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:16:13,2018-04-25 00:15:22,1153,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:29:01,2,0,0,0,152,58,9,2048,6,NA,NA,2018-04-25 00:23:50,2018-04-25 00:23:46,1184,0,0,1,"fe80::61:8335:2a03:15c3","ff02::16",0
"127.0.0.1",2018-04-25 00:27:01,11,0,0,443,7247,17,9,1024,4,"192.168.1.108","216.58.208.106",2018-04-25 00:21:44,2018-04-25 00:21:29,1174,35095,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:23:01,4,0,0,59996,216,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:17:24,2018-04-25 00:16:23,1158,443,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:27:01,4,0,0,60010,216,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:21:29,2018-04-25 00:20:29,1174,443,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:26:01,11,0,0,443,2142,6,9,1024,4,"192.168.1.108","162.125.34.6",2018-04-25 00:23:55,2018-04-25 00:06:11,1170,57588,30,1,NA,NA,0
"127.0.0.1",2018-04-25 00:31:01,1,0,0,5353,146,17,9,1024,4,"192.168.1.111","224.0.0.251",2018-04-25 00:25:02,2018-04-25 00:25:02,1194,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:34:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:28:23,2018-04-25 00:27:32,1213,60030,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:34:01,11,0,0,60030,1382,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:28:23,2018-04-25 00:27:32,1213,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:34:01,5,0,0,0,380,58,9,2048,6,NA,NA,2018-04-25 00:28:32,2018-04-25 00:28:32,1213,0,0,1,"fe80::7034:6f70:604e:8ca3","ff02::16",0
"127.0.0.1",2018-04-25 00:34:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:28:40,2018-04-25 00:28:37,1213,65309,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:33:01,14,0,0,47470,7304,6,9,1024,4,"52.222.146.247","192.168.1.108",2018-04-25 00:30:35,2018-04-25 00:27:46,1206,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:33:01,4,0,0,60028,216,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:27:33,2018-04-25 00:26:33,1206,443,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:33:01,15,0,0,443,2683,6,9,1024,4,"192.168.1.108","52.222.146.247",2018-04-25 00:30:35,2018-04-25 00:27:46,1206,47470,30,1,NA,NA,0
"127.0.0.1",2018-04-25 00:33:01,14,0,0,443,4728,17,9,1024,4,"192.168.1.108","216.58.208.110",2018-04-25 00:27:48,2018-04-25 00:27:47,1206,46402,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:37:01,7,0,0,58803,2326,17,9,1024,4,"216.58.206.170","192.168.1.108",2018-04-25 00:31:49,2018-04-25 00:31:34,1227,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:37:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 00:31:49,2018-04-25 00:31:46,1227,33345,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:37:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 00:31:49,2018-04-25 00:31:46,1227,58807,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:35:01,2,0,0,138,481,17,9,1024,4,"192.168.1.1","192.168.1.255",2018-04-25 00:29:06,2018-04-25 00:29:06,1219,138,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:35:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 00:29:49,2018-04-25 00:29:46,1219,37261,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:35:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 00:29:49,2018-04-25 00:29:46,1219,32946,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:38:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:32:41,2018-04-25 00:32:38,1232,52344,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:38:01,11,0,0,60044,1382,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:32:25,2018-04-25 00:31:34,1232,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:36:01,11,0,0,60038,1382,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:30:25,2018-04-25 00:29:34,1224,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:36:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:30:41,2018-04-25 00:30:38,1224,57476,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:32:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:26:22,2018-04-25 00:25:31,1202,60024,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:32:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:26:40,2018-04-25 00:26:37,1202,61597,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:37:01,11,0,0,60040,1377,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:31:26,2018-04-25 00:30:35,1227,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:39:01,5,0,0,443,268,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:33:36,2018-04-25 00:32:35,1238,60048,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:44:01,4,0,0,1900,808,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:38:41,2018-04-25 00:38:38,1268,50575,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:44:01,2,0,0,138,481,17,9,1024,4,"192.168.1.1","192.168.1.255",2018-04-25 00:38:09,2018-04-25 00:38:09,1262,138,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:44:01,47,0,0,42716,63025,6,9,1024,4,"104.31.65.198","192.168.1.108",2018-04-25 00:38:02,2018-04-25 00:38:01,1262,80,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:41:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 00:35:49,2018-04-25 00:35:46,1247,37958,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:41:01,17,0,0,443,3013,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:35:30,2018-04-25 00:34:38,1247,60052,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:41:01,4,0,0,60054,216,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:35:41,2018-04-25 00:34:38,1247,443,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:48:01,9,0,0,33650,2198,17,9,1024,4,"216.58.212.42","192.168.1.108",2018-04-25 00:42:03,2018-04-25 00:41:48,1289,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:48:01,1,0,0,1900,165,17,9,1024,4,"192.168.1.106","239.255.255.250",2018-04-25 00:42:52,2018-04-25 00:42:52,1289,50578,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:45:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 00:39:48,2018-04-25 00:39:45,1271,60951,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:43:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:37:33,2018-04-25 00:36:42,1257,60062,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:46:01,5,0,0,443,268,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:40:44,2018-04-25 00:39:43,1275,60080,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:49:01,5,0,0,443,268,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:43:50,2018-04-25 00:42:49,1293,60096,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:42:01,10,0,0,44130,4318,6,9,1024,4,"162.125.33.7","192.168.1.108",2018-04-25 00:39:05,2018-04-25 00:23:55,1251,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:47:01,2,0,0,59621,248,17,9,1024,4,"192.168.1.1","192.168.1.111",2018-04-25 00:41:47,2018-04-25 00:40:44,1279,53,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:53:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:47:42,2018-04-25 00:46:51,1310,60108,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:53:01,11,0,0,443,1577,6,9,1024,4,"192.168.1.108","50.116.28.216",2018-04-25 00:48:01,2018-04-25 00:48:00,1318,44714,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:53:01,12,0,0,60108,1429,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:47:42,2018-04-25 00:46:51,1310,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:53:01,9,0,0,44714,6922,6,9,1024,4,"50.116.28.216","192.168.1.108",2018-04-25 00:48:01,2018-04-25 00:48:00,1318,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:53:01,1,0,0,0,72,58,9,2048,6,NA,NA,2018-04-25 00:47:50,2018-04-25 00:47:50,1310,0,0,1,"::","ff02::1:ff03:15c3",0
"127.0.0.1",2018-04-25 00:53:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 00:47:49,2018-04-25 00:47:46,1310,44508,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:58:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 00:52:53,2018-04-25 00:52:50,1344,57634,0,1,NA,NA,0
"127.0.0.1",2018-04-25 01:00:01,18,0,0,443,10106,6,9,1024,4,"192.168.1.108","34.195.182.87",2018-04-24 23:59:22,2018-04-24 23:58:22,1354,35224,26,1,NA,NA,0
"127.0.0.1",2018-04-25 01:00:01,2,0,0,59621,248,17,9,1024,4,"192.168.1.1","192.168.1.111",2018-04-25 00:54:59,2018-04-25 00:51:56,1354,53,0,1,NA,NA,0
"127.0.0.1",2018-04-25 01:00:01,2,0,0,771,304,1,9,1024,4,"192.168.1.111","192.168.1.1",2018-04-25 00:54:59,2018-04-25 00:51:56,1354,0,0,1,NA,NA,0
"127.0.0.1",2018-04-25 01:01:01,193,0,0,42302,37037,6,9,1024,4,"162.125.18.133","192.168.1.108",2018-04-25 00:55:14,2018-04-24 23:23:11,1359,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 01:01:01,248,0,0,9200,180062,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 00:58:23,2018-04-24 23:07:02,1359,56118,27,1,NA,NA,0
"127.0.0.1",2018-04-25 01:01:01,235,0,0,9200,158706,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 00:58:24,2018-04-24 23:07:02,1365,56122,27,1,NA,NA,0
"127.0.0.1",2018-04-25 01:01:01,213,0,0,9200,150415,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 00:58:24,2018-04-24 23:02:02,1359,56082,25,1,NA,NA,0
"127.0.0.1",2018-04-25 01:01:01,138,0,0,56082,33449,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 00:58:24,2018-04-24 23:02:02,1359,9200,29,1,NA,NA,0
"127.0.0.1",2018-04-25 01:01:01,1,0,0,9200,60,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 00:58:53,2018-04-25 00:58:53,1378,57024,2,1,NA,NA,0
"127.0.0.1",2018-04-25 01:01:01,1,0,0,57016,46,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 00:58:33,2018-04-25 00:58:33,1371,9200,20,1,NA,NA,0
"127.0.0.1",2018-04-25 00:54:01,11,0,0,443,1413,6,9,1024,4,"192.168.1.108","162.125.66.3",2018-04-25 00:51:26,2018-04-25 00:41:13,1327,50996,30,1,NA,NA,0
"127.0.0.1",2018-04-25 00:54:01,6,0,0,5353,960,17,9,2048,6,NA,NA,2018-04-25 00:48:06,2018-04-25 00:47:50,1322,5353,0,1,"fe80::61:8335:2a03:15c3","ff02::fb",0
"127.0.0.1",2018-04-25 00:54:01,2,0,0,138,481,17,9,1024,4,"192.168.1.1","192.168.1.255",2018-04-25 00:48:09,2018-04-25 00:48:09,1322,138,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:54:01,4,0,0,5353,560,17,9,1024,4,"192.168.1.104","224.0.0.251",2018-04-25 00:48:06,2018-04-25 00:47:53,1322,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:57:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:51:48,2018-04-25 00:50:57,1335,60124,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:57:01,11,0,0,443,2103,6,9,1024,4,"192.168.1.108","162.125.34.137",2018-04-25 00:54:20,2018-04-25 00:39:05,1335,38290,30,1,NA,NA,0
"127.0.0.1",2018-04-25 00:52:01,4,0,0,60106,216,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:46:52,2018-04-25 00:45:51,1304,443,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:52:01,5,0,0,443,268,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:46:52,2018-04-25 00:45:51,1304,60106,19,1,NA,NA,0
"127.0.0.1",2018-04-25 00:55:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 00:49:49,2018-04-25 00:49:46,1330,58132,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:50:01,9,0,0,57728,2306,17,9,1024,4,"216.58.212.42","192.168.1.108",2018-04-25 00:44:54,2018-04-25 00:44:39,1297,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 00:51:01,12,0,0,443,2388,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:45:41,2018-04-25 00:44:50,1301,60102,27,1,NA,NA,0
"127.0.0.1",2018-04-25 00:52:01,4,0,0,1900,1371,17,9,1024,4,"192.168.1.1","239.255.255.250",2018-04-25 00:46:46,2018-04-25 00:46:46,1304,1900,0,1,NA,NA,0
"127.0.0.1",2018-04-25 01:02:01,1,0,0,57044,46,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 00:59:33,2018-04-25 00:59:33,1390,9200,20,1,NA,NA,0
"127.0.0.1",2018-04-25 01:02:01,3,0,0,5353,396,17,9,1024,4,"192.168.1.104","224.0.0.251",2018-04-25 00:56:16,2018-04-25 00:56:15,1383,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 01:02:01,1,0,0,9200,60,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 00:59:58,2018-04-25 00:59:58,1402,57054,2,1,NA,NA,0
"127.0.0.1",2018-04-25 01:02:01,3,0,0,5353,456,17,9,2048,6,NA,NA,2018-04-25 00:56:16,2018-04-25 00:56:15,1383,5353,0,1,"fe80::61:8335:2a03:15c3","ff02::fb",0
"127.0.0.1",2018-04-25 01:02:01,2,0,0,547,200,17,9,2048,6,NA,NA,2018-04-25 00:56:17,2018-04-25 00:56:16,1383,546,0,1,"fe80::61:8335:2a03:15c3","ff02::1:2",0
"127.0.0.1",2018-04-25 01:02:01,1,0,0,57034,46,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 00:59:08,2018-04-25 00:59:08,1383,9200,20,1,NA,NA,0
"127.0.0.1",2018-04-25 01:02:01,1,0,0,9200,60,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 00:59:18,2018-04-25 00:59:18,1390,57038,2,1,NA,NA,0
"127.0.0.1",2018-04-25 01:04:01,1,0,0,57086,46,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 01:01:04,2018-04-25 01:01:04,1421,9200,20,1,NA,NA,0
"127.0.0.1",2018-04-25 01:04:01,1,0,0,9200,60,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 01:01:04,2018-04-25 01:01:04,1421,57086,2,1,NA,NA,0
"127.0.0.1",2018-04-25 01:04:01,2,0,0,8612,92,17,9,1024,4,"192.168.1.109","192.168.1.255",2018-04-25 00:58:30,2018-04-25 00:58:30,1421,8612,0,1,NA,NA,0
"127.0.0.1",2018-04-25 01:04:01,13,0,0,443,2440,6,9,1024,4,"192.168.1.108","64.71.168.217",2018-04-25 00:58:52,2018-04-25 00:58:01,1437,60152,27,1,NA,NA,0
"127.0.0.1",2018-04-25 01:04:01,6,0,0,547,726,17,9,2048,6,NA,NA,2018-04-25 00:58:55,2018-04-25 00:58:24,1437,546,0,1,"fe80::4adb:5cba:9b6:f482","ff02::1:2",0
"127.0.0.1",2018-04-25 01:03:01,12,0,0,443,7319,17,9,1024,4,"192.168.1.108","172.217.169.138",2018-04-25 00:57:16,2018-04-25 00:57:01,1403,34917,0,1,NA,NA,0
"127.0.0.1",2018-04-25 01:03:01,1,0,0,9200,60,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 01:00:29,2018-04-25 01:00:29,1407,57070,2,1,NA,NA,0
"127.0.0.1",2018-04-25 01:03:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 00:57:49,2018-04-25 00:57:46,1413,44256,0,1,NA,NA,0
"127.0.0.1",2018-04-25 01:03:01,1,0,0,57082,46,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 01:00:59,2018-04-25 01:00:59,1413,9200,20,1,NA,NA,0
"127.0.0.1",2018-04-25 01:03:01,1,0,0,9200,60,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 01:00:54,2018-04-25 01:00:54,1413,57080,2,1,NA,NA,0
"127.0.0.1",2018-04-25 01:03:01,1,0,0,9200,60,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 01:00:39,2018-04-25 01:00:39,1407,57074,2,1,NA,NA,0
"127.0.0.1",2018-04-25 01:03:01,4,0,0,60150,216,6,9,1024,4,"64.71.168.217","192.168.1.108",2018-04-25 00:58:01,2018-04-25 00:57:01,1420,443,19,1,NA,NA,0
