"_source/host","_source/@timestamp","_source/netflow/in_pkts","_source/netflow/input_snmp","_source/netflow/output_snmp","_source/netflow/l4_dst_port","_source/netflow/in_bytes","_source/netflow/protocol","_source/netflow/version","_source/netflow/flowset_id","_source/netflow/ip_protocol_version","_source/netflow/ipv4_src_addr","_source/netflow/ipv4_dst_addr","_source/netflow/last_switched","_source/netflow/first_switched","_source/netflow/flow_seq_num","_source/netflow/l4_src_port","_source/netflow/tcp_flags","_source/@version","_source/netflow/ipv6_src_addr","_source/netflow/ipv6_dst_addr","Anomaly"
"127.0.0.1",2018-04-25 03:43:01,6,0,0,443,2908,17,9,1024,4,"192.168.1.108","216.58.201.100",2018-04-25 03:37:57,2018-04-25 03:37:57,2563,39453,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:43:01,7,0,0,39453,3206,17,9,1024,4,"216.58.201.100","192.168.1.108",2018-04-25 03:37:57,2018-04-25 03:37:57,2563,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:43:01,14,0,0,52793,5838,17,9,1024,4,"172.217.169.130","192.168.1.108",2018-04-25 03:37:57,2018-04-25 03:37:53,2563,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:38:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 03:32:45,2018-04-25 03:32:42,2548,49490,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:38:01,97,0,0,443,29033,17,9,1024,4,"192.168.1.108","216.58.206.174",2018-04-25 03:32:12,2018-04-25 03:24:02,2548,50057,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:41:01,367,0,0,443,37793,17,9,1024,4,"192.168.1.108","74.125.11.57",2018-04-25 03:35:42,2018-04-25 03:33:43,2556,32820,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:41:01,2,0,0,138,481,17,9,1024,4,"192.168.1.1","192.168.1.255",2018-04-25 03:35:41,2018-04-25 03:35:41,2556,138,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:50:01,4,0,0,5353,724,17,9,2048,6,NA,NA,2018-04-25 03:44:59,2018-04-25 03:44:55,2582,5353,0,1,"fe80::cd2:6e12:f144:c51c","ff02::fb",0
"127.0.0.1",2018-04-25 03:40:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 03:34:44,2018-04-25 03:34:41,2553,37349,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:42:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 03:36:44,2018-04-25 03:36:41,2558,36766,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:48:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 03:42:47,2018-04-25 03:42:44,2578,33320,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:51:01,8,0,0,50895,1918,17,9,1024,4,"216.58.212.46","192.168.1.108",2018-04-25 03:45:15,2018-04-25 03:45:00,2590,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:51:01,3,0,0,5353,480,17,9,2048,6,NA,NA,2018-04-25 03:45:50,2018-04-25 03:45:46,2590,5353,0,1,"fe80::61:8335:2a03:15c3","ff02::fb",0
"127.0.0.1",2018-04-25 03:54:01,821,0,0,80,50338,6,9,1024,4,"192.168.1.108","104.31.65.198",2018-04-25 03:48:02,2018-04-25 03:48:01,2603,43620,27,1,NA,NA,0
"127.0.0.1",2018-04-25 03:54:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 03:48:44,2018-04-25 03:48:41,2603,43536,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:52:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 03:46:46,2018-04-25 03:46:43,2595,35537,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:52:01,4,0,0,1900,1371,17,9,1024,4,"192.168.1.1","239.255.255.250",2018-04-25 03:46:27,2018-04-25 03:46:27,2595,1900,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:58:01,137,0,0,443,38023,17,9,1024,4,"192.168.1.108","172.217.169.110",2018-04-25 03:52:33,2018-04-25 03:39:03,2612,45267,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:59:01,35,0,0,443,27067,6,9,1024,4,"192.168.1.108","107.23.165.206",2018-04-25 02:58:47,2018-04-25 02:57:47,2622,53146,26,1,NA,NA,0
"127.0.0.1",2018-04-25 04:00:01,12,0,0,49127,7306,17,9,1024,4,"216.58.206.170","192.168.1.108",2018-04-25 03:54:49,2018-04-25 03:54:49,2624,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:53:01,9,0,0,39186,4242,6,9,1024,4,"162.125.34.137","192.168.1.108",2018-04-25 03:50:25,2018-04-25 03:34:35,2599,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 03:56:01,12,0,0,443,5625,17,9,1024,4,"192.168.1.108","172.217.17.195",2018-04-25 03:50:58,2018-04-25 03:50:43,2608,39563,0,1,NA,NA,0
"127.0.0.1",2018-04-25 03:59:01,13,0,0,443,1633,6,9,1024,4,"192.168.1.108","162.125.66.3",2018-04-25 02:58:47,2018-04-25 02:57:46,2622,51726,26,1,NA,NA,0
"127.0.0.1",2018-04-25 04:03:01,9,0,0,45580,6858,6,9,1024,4,"50.116.28.216","192.168.1.108",2018-04-25 03:58:01,2018-04-25 03:58:00,2638,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:03:01,3,0,0,59621,317,17,9,1024,4,"192.168.1.1","192.168.1.111",2018-04-25 03:57:44,2018-04-25 03:52:40,2638,53,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:06:01,8,0,0,5353,1379,17,9,2048,6,NA,NA,2018-04-25 04:01:00,2018-04-25 04:00:12,2654,5353,0,1,"fe80::cd2:6e12:f144:c51c","ff02::fb",0
"127.0.0.1",2018-04-25 04:04:01,9,0,0,50514,3299,17,9,1024,4,"216.58.206.174","192.168.1.108",2018-04-25 03:58:51,2018-04-25 03:58:36,2646,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:08:01,9,0,0,443,5262,17,9,1024,4,"192.168.1.108","172.217.169.110",2018-04-25 04:02:17,2018-04-25 04:02:02,2667,49613,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:02:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 03:56:47,2018-04-25 03:56:44,2634,46802,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:09:01,11,0,0,47310,4737,17,9,1024,4,"216.58.208.110","192.168.1.108",2018-04-25 04:03:19,2018-04-25 04:03:04,2672,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:06:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 04:00:46,2018-04-25 04:00:43,2654,34903,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:10:01,625,0,0,443,63473,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:04:45,2018-04-25 04:02:44,2673,47645,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:11:01,568,0,0,34875,772692,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 04:05:14,2018-04-25 04:05:14,2678,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:11:01,136,0,0,443,13448,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:05:14,2018-04-25 04:05:14,2678,34875,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:12:01,4,0,0,547,400,17,9,2048,6,NA,NA,2018-04-25 04:06:17,2018-04-25 04:06:12,2679,546,0,1,"fe80::61:8335:2a03:15c3","ff02::1:2",0
"127.0.0.1",2018-04-25 04:12:01,4,0,0,1900,1371,17,9,1024,4,"192.168.1.1","239.255.255.250",2018-04-25 04:06:25,2018-04-25 04:06:25,2679,1900,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:17:01,9,0,0,47852,1976,17,9,1024,4,"172.217.169.110","192.168.1.108",2018-04-25 04:11:39,2018-04-25 04:11:24,2705,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:15:01,65,0,0,443,60445,6,9,1024,4,"192.168.1.108","162.125.18.133",2018-04-25 04:12:58,2018-04-25 03:19:55,2696,43930,31,1,NA,NA,0
"127.0.0.1",2018-04-25 04:14:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 04:08:47,2018-04-25 04:08:44,2691,42422,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:16:01,105,0,0,46095,8414,17,9,1024,4,"216.58.209.14","192.168.1.108",2018-04-25 04:10:32,2018-04-25 04:02:27,2699,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:13:01,6,0,0,80,591,6,9,1024,4,"192.168.1.108","129.164.179.22",2018-04-25 04:08:01,2018-04-25 04:08:00,2688,45472,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:15:01,15,0,0,443,1737,6,9,1024,4,"192.168.1.108","162.125.66.3",2018-04-25 04:12:58,2018-04-25 04:01:20,2696,51894,30,1,NA,NA,0
"127.0.0.1",2018-04-25 04:17:01,2,0,0,138,481,17,9,1024,4,"192.168.1.1","192.168.1.255",2018-04-25 04:11:44,2018-04-25 04:11:44,2705,138,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:28:01,2,0,0,0,152,58,9,2048,6,NA,NA,2018-04-25 04:22:22,2018-04-25 04:22:21,2755,0,0,1,"fe80::cd2:6e12:f144:c51c","ff02::16",0
"127.0.0.1",2018-04-25 04:28:01,3,0,0,5353,501,17,9,1024,4,"192.168.1.105","224.0.0.251",2018-04-25 04:22:24,2018-04-25 04:22:20,2755,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:28:01,406,0,0,443,41864,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:22:45,2018-04-25 04:20:45,2755,54700,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:31:01,1,0,0,5353,146,17,9,1024,4,"192.168.1.108","224.0.0.251",2018-04-25 04:25:02,2018-04-25 04:25:02,2773,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:31:01,2677,0,0,45840,3665690,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 04:25:14,2018-04-25 04:23:14,2773,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:31:01,1,0,0,5353,166,17,9,2048,6,NA,NA,2018-04-25 04:25:02,2018-04-25 04:25:02,2773,5353,0,1,"fe80::893c:bdd7:8fef:e843","ff02::fb",0
"127.0.0.1",2018-04-25 04:23:01,4,0,0,547,400,17,9,2048,6,NA,NA,2018-04-25 04:17:26,2018-04-25 04:17:19,2736,546,0,1,"fe80::61:8335:2a03:15c3","ff02::1:2",0
"127.0.0.1",2018-04-25 04:23:01,4,0,0,5353,560,17,9,1024,4,"192.168.1.104","224.0.0.251",2018-04-25 04:17:30,2018-04-25 04:17:17,2736,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:21:01,3,0,0,0,168,58,9,2048,6,NA,NA,2018-04-25 04:15:18,2018-04-25 04:15:14,2722,0,0,1,"fe80::cd2:6e12:f144:c51c","ff02::2",0
"127.0.0.1",2018-04-25 04:21:01,3,0,0,5353,501,17,9,1024,4,"192.168.1.105","224.0.0.251",2018-04-25 04:15:18,2018-04-25 04:15:14,2722,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:26:01,207,0,0,43776,39816,6,9,1024,4,"162.125.18.133","192.168.1.108",2018-04-25 04:20:10,2018-04-25 02:38:50,2748,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:26:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 04:20:46,2018-04-25 04:20:43,2748,43126,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:33:01,20,0,0,58002,11940,6,9,1024,4,"129.164.179.22","192.168.1.108",2018-04-25 04:28:01,2018-04-25 04:28:00,2785,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:33:01,15,0,0,443,2228,6,9,1024,4,"192.168.1.108","129.164.179.22",2018-04-25 04:28:01,2018-04-25 04:28:00,2785,58002,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:24:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 04:18:45,2018-04-25 04:18:42,2743,58103,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:24:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 04:18:47,2018-04-25 04:18:44,2743,43813,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:24:01,675,0,0,43656,991080,6,9,1024,4,"104.31.65.198","192.168.1.108",2018-04-25 04:18:02,2018-04-25 04:18:01,2743,80,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:18:01,2,0,0,771,244,1,9,1024,4,"192.168.1.111","8.8.4.4",2018-04-25 04:12:58,2018-04-25 04:08:00,2709,0,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:38:01,2602,0,0,56774,3564208,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 04:32:44,2018-04-25 04:30:44,2800,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:38:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 04:32:47,2018-04-25 04:32:44,2800,35503,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:44:01,436,0,0,443,44953,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:38:15,2018-04-25 04:36:14,2820,43564,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:44:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 04:38:47,2018-04-25 04:38:44,2820,51364,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:44:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 04:38:45,2018-04-25 04:38:42,2820,34538,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:40:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 04:34:44,2018-04-25 04:34:41,2806,58216,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:34:01,1550,0,0,443,82064,6,9,1024,4,"192.168.1.108","129.164.179.22",2018-04-25 04:28:06,2018-04-25 04:28:00,2789,58006,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:44:01,2699,0,0,43564,3689137,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 04:38:15,2018-04-25 04:36:14,2820,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:36:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 04:30:47,2018-04-25 04:30:44,2795,45849,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:39:01,138,0,0,443,14104,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:33:14,2018-04-25 04:33:14,2804,34668,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:37:01,14,0,0,443,4189,6,9,1024,4,"192.168.1.108","162.125.34.6",2018-04-25 04:34:45,2018-04-25 04:19:05,2799,58646,30,1,NA,NA,0
"127.0.0.1",2018-04-25 04:43:01,3,0,0,5353,501,17,9,1024,4,"192.168.1.105","224.0.0.251",2018-04-25 04:37:26,2018-04-25 04:37:22,2817,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:48:01,10,0,0,44281,2966,17,9,1024,4,"172.217.17.162","192.168.1.108",2018-04-25 04:42:36,2018-04-25 04:42:31,2838,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:48:01,8,0,0,443,4129,17,9,1024,4,"192.168.1.108","172.217.17.162",2018-04-25 04:42:36,2018-04-25 04:42:31,2838,44281,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:48:01,20,0,0,443,6657,17,9,1024,4,"192.168.1.108","216.58.206.182",2018-04-25 04:42:46,2018-04-25 04:42:31,2838,49732,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:50:01,598,0,0,443,64630,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:44:52,2018-04-25 04:42:30,2856,44129,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:50:01,75,0,0,43978,15787,6,9,1024,4,"162.125.18.133","192.168.1.108",2018-04-25 04:47:28,2018-04-25 04:14:07,2849,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:53:01,955,0,0,52443,1296305,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 04:47:52,2018-04-25 04:47:22,2869,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:53:01,15,0,0,443,2228,6,9,1024,4,"192.168.1.108","129.164.179.22",2018-04-25 04:48:01,2018-04-25 04:48:00,2869,58020,27,1,NA,NA,0
"127.0.0.1",2018-04-25 04:45:01,1,0,0,123,76,17,9,1024,4,"192.168.1.108","91.189.89.199",2018-04-25 04:39:04,2018-04-25 04:39:03,2825,39435,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:45:01,8,0,0,54900,1918,17,9,1024,4,"172.217.17.206","192.168.1.108",2018-04-25 04:39:21,2018-04-25 04:39:06,2825,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:46:01,2,0,0,59621,210,17,9,1024,4,"192.168.1.1","192.168.1.111",2018-04-25 04:40:31,2018-04-25 04:35:22,2827,53,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:46:01,373,0,0,443,38588,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:40:29,2018-04-25 04:38:45,2827,60761,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:52:01,11,0,0,443,4984,17,9,1024,4,"192.168.1.108","172.217.169.142",2018-04-25 04:46:32,2018-04-25 04:45:47,2861,40189,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:51:01,11,0,0,5353,1712,17,9,2048,6,NA,NA,2018-04-25 04:46:01,2018-04-25 04:39:10,2857,5353,0,1,"fe80::61:8335:2a03:15c3","ff02::fb",0
"127.0.0.1",2018-04-25 04:49:01,132,0,0,443,38221,17,9,1024,4,"192.168.1.108","216.58.212.46",2018-04-25 04:43:40,2018-04-25 04:39:07,2848,48647,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:58:01,2,0,0,0,112,58,9,2048,6,NA,NA,2018-04-25 04:52:34,2018-04-25 04:52:29,2896,0,0,1,"fe80::cd2:6e12:f144:c51c","ff02::2",0
"127.0.0.1",2018-04-25 04:58:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 04:52:44,2018-04-25 04:52:41,2896,59062,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:55:01,374,0,0,42523,508154,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 04:49:52,2018-04-25 04:49:52,2879,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:55:01,2,0,0,59621,246,17,9,1024,4,"8.8.4.4","192.168.1.111",2018-04-25 04:49:52,2018-04-25 04:46:51,2879,53,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:55:01,213,0,0,443,20950,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:49:21,2018-04-25 04:48:52,2879,60819,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:55:01,2,0,0,771,302,1,9,1024,4,"192.168.1.111","192.168.1.1",2018-04-25 04:49:52,2018-04-25 04:46:51,2879,0,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:55:01,2,0,0,771,302,1,9,1024,4,"192.168.1.111","8.8.8.8",2018-04-25 04:49:52,2018-04-25 04:46:51,2879,0,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:03:01,273,0,0,443,27117,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:57:02,2018-04-25 04:56:22,2917,50251,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:03:01,4,0,0,45526,360,6,9,1024,4,"129.164.179.22","192.168.1.108",2018-04-25 04:58:01,2018-04-25 04:57:59,2917,80,27,1,NA,NA,0
"127.0.0.1",2018-04-25 05:03:01,14,0,0,60760,4355,6,9,1024,4,"52.7.182.237","192.168.1.108",2018-04-25 04:02:21,2018-04-25 04:01:21,2917,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 05:03:01,116,0,0,443,11259,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:57:32,2018-04-25 04:57:32,2917,60293,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:56:01,12,0,0,443,5615,17,9,1024,4,"192.168.1.108","216.58.206.163",2018-04-25 04:50:58,2018-04-25 04:50:43,2888,37500,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:56:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 04:50:46,2018-04-25 04:50:43,2888,34869,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:02:01,4,0,0,1900,1371,17,9,1024,4,"192.168.1.1","239.255.255.250",2018-04-25 04:56:21,2018-04-25 04:56:21,2913,1900,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:02:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 04:56:47,2018-04-25 04:56:44,2913,60695,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:00:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 04:54:47,2018-04-25 04:54:44,2906,41093,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:00:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 04:54:45,2018-04-25 04:54:42,2906,45359,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:04:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 04:58:44,2018-04-25 04:58:41,2923,40881,0,1,NA,NA,0
"127.0.0.1",2018-04-25 04:54:01,117,0,0,443,11354,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 04:48:22,2018-04-25 04:48:21,2873,43871,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:05:01,2,0,0,138,481,17,9,1024,4,"192.168.1.1","192.168.1.255",2018-04-25 04:59:48,2018-04-25 04:59:48,2927,138,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:08:01,6,0,0,0,456,58,9,2048,6,NA,NA,2018-04-25 05:02:28,2018-04-25 04:59:37,2947,0,0,1,"fe80::cd2:6e12:f144:c51c","ff02::16",0
"127.0.0.1",2018-04-25 05:08:01,22,0,0,5353,3347,17,9,1024,4,"192.168.1.105","224.0.0.251",2018-04-25 05:02:30,2018-04-25 04:58:46,2947,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:08:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 05:02:44,2018-04-25 05:02:41,2947,59799,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:08:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 05:02:47,2018-04-25 05:02:44,2947,38065,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:06:01,2,0,0,0,152,58,9,2048,6,NA,NA,2018-04-25 05:01:00,2018-04-25 05:00:58,2943,0,0,1,"fe80::61:8335:2a03:15c3","ff02::16",0
"127.0.0.1",2018-04-25 05:06:01,1,0,0,0,56,58,9,2048,6,NA,NA,2018-04-25 05:00:57,2018-04-25 05:00:57,2935,0,0,1,"fe80::61:8335:2a03:15c3","ff02::2",0
"127.0.0.1",2018-04-25 05:06:01,396,0,0,51060,539420,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 05:00:32,2018-04-25 05:00:32,2935,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:10:01,1349,0,0,34885,1847222,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 05:04:33,2018-04-25 05:03:33,2956,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:10:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 05:04:47,2018-04-25 05:04:44,2956,33703,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:14:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 05:08:47,2018-04-25 05:08:44,2977,57022,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:14:01,82,0,0,443,8291,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 05:08:02,2018-04-25 05:08:02,2977,36306,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:13:01,12,0,0,443,2421,6,9,1024,4,"192.168.1.108","162.125.34.137",2018-04-25 05:10:16,2018-04-25 04:52:27,2972,39258,30,1,NA,NA,0
"127.0.0.1",2018-04-25 05:12:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 05:06:46,2018-04-25 05:06:43,2970,39003,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:09:01,961,0,0,52924,1308709,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 05:03:02,2018-04-25 05:02:31,2955,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:06:01,321,0,0,443,32859,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 05:00:02,2018-04-25 04:59:32,2935,56530,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:11:01,115,0,0,443,11044,17,9,1024,4,"192.168.1.108","74.125.154.72",2018-04-25 05:05:02,2018-04-25 05:05:02,2961,58602,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:18:01,2261,0,0,38714,3104965,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 05:12:02,2018-04-25 05:10:02,2989,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:18:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 05:12:45,2018-04-25 05:12:42,2989,33036,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:18:01,14,0,0,51093,2299,17,9,1024,4,"216.58.206.174","192.168.1.108",2018-04-25 05:12:45,2018-04-25 05:12:07,2989,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:18:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 05:12:47,2018-04-25 05:12:44,2989,50198,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:18:01,14,0,0,443,5104,17,9,1024,4,"192.168.1.108","216.58.206.174",2018-04-25 05:12:45,2018-04-25 05:12:07,2989,51093,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:20:01,1,0,0,59621,123,17,9,1024,4,"8.8.8.8","192.168.1.111",2018-04-25 05:14:31,2018-04-25 05:14:31,3001,53,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:20:01,395,0,0,43469,541671,17,9,1024,4,"74.125.154.72","192.168.1.108",2018-04-25 05:14:32,2018-04-25 05:14:31,3001,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:20:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 05:14:44,2018-04-25 05:14:41,3001,57794,0,1,NA,NA,0
"127.0.0.1",2018-04-25 05:20:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 05:14:47,2018-04-25 05:14:44,3011,56643,0,1,NA,NA,0
